transaction_id,transaction_datetime,branch_id,member_id,member_tier,channel,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,satisfaction_score
T005877,2026-06-11 09:57,B08,,,Delivery,Bakery,2,45,0.00,90.00,QR PromptPay,2
T005878,2026-06-11 11:06,B04,M0068,Bronze,In-store,Tea,3,95,0.00,285.00,Credit Card,
T005879,2026-06-11 12:05,B08,M0260,Gold,In-store,Coffee,1,80,16.00,64.00,QR PromptPay,
T005880,2026-06-11 12:37,B05,,,In-store,Coffee,1,55,0.00,55.00,Credit Card,5
T005881,2026-06-11 12:47,B02,,,App,Merchandise,1,275,0.00,275.00,App Wallet,
T005882,2026-06-11 12:49,B01,,,In-store,Coffee,4,90,0.00,360.00,Credit Card,
T005883,2026-06-11 12:49,B06,M0313,Bronze,In-store,Coffee,3,120,0.00,360.00,QR PromptPay,
T005884,2026-06-11 13:09,B05,,,Delivery,Coffee,4,100,0.00,400.00,Cash,
T005885,2026-06-11 13:38,B04,M0280,Silver,In-store,Coffee,1,75,124.51,-49.51,QR PromptPay,3
T005886,2026-06-11 13:40,B08,M0006,Gold,In-store,Coffee,3,80,12.00,228.00,Credit Card,3
T005887,2026-06-11 13:43,B05,M0233,Silver,App,Bakery,2,105,21.00,189.00,App Wallet,5
T005887,2026-06-11 14:44,B05,M0233,Silver,App,Bakery,-2,105,-21.00,-189.00,App Wallet,
T005888,2026-06-11 14:47,B01,M0197,Silver,In-store,Coffee,1,70,0.00,70.00,Cash,3
T005889,11/06/2026 14:55,B07,M0254,Bronze,In-store,Coffee,4,105,0.00,420.00,Cash,2
T005890,2026-06-11 15:48,B08,M0258,Gold,In-store,Coffee,1,85,0.00,85.00,Credit Card,
T005891,2026-06-11 15:49,B08,M0036,Platinum,App,Coffee,4,100,20.00,380.00,Credit Card,
T005892,2026-06-11 16:06,B04,,,in-store,Coffee,1,115,0.00,115.00,Credit Card,
T005893,2026-06-11 16:30,B02,M0140,Bronze,App,Bakery,1,45,0.00,45.00,Credit Card,
T005894,11/06/2026 16:58,B07,M0077,Silver,In-store,Tea,4,80,0.00,320.00,Cash,
T005895,2026-06-11 17:03,B08,M0159,Silver,In-store,Coffee,3,55,8.25,156.75,Cash,
T005896,2026-06-11 18:37,B03,M0175,Silver,App,Coffee,2,110,0.00,220.00,App Wallet,
T005897,2026-06-11 18:51,B08,M0197,Silver,In-store,Coffee,1,80,0.00,80.00,QR PromptPay,
T005898,2026-06-11 19:06,B3,M0249,Silver,Delivery,Tea,1,70,14.00,56.00,Cash,
T005899,2026-06-11 19:28,B02,M0284,Platinum,App,Coffee,1,115,0.00,115.00,App Wallet,
T005900,2026-06-11 19:53,B08,M9108,Silver,In-store,Coffee,3,100,0.00,300.00,Credit Card,3
T005901,2026-06-12 07:03,B03,M0254,Bronze,In-store,Merchandise,4,740,0.00,2960.00,Cash,
T005902,2026-06-12 08:18,B08,,,In-store,Coffee,1,115,0.00,115.00,Credit Card,5
T005903,2026-06-12 08:36,B08,M0186,PLATINUM,In-store,Coffee,1,105,15.75,89.25,Credit Card,
T005904,12/06/2026 08:47,B07,M0079,Gold,In-store,Coffee,2,85,0.00,170.00,QR PromptPay,
T005905,2026-06-12 09:04,B04,,,In-store,Coffee,1,60,0.00,60.00,Credit Card,
T005906,2026-06-12 09:15,B02,M0322,silver,Delivery,Coffee,1,110,5.50,104.50,QR PromptPay,
T005907,2026-06-12 10:56,B03,M0221,Silver,App,Coffee,2,70,0.00,140.00,App Wallet,
T005908,2026-06-12 11:38,B08,M0278,Bronze,In-store,Coffee,3,105,0.00,315.00,QR PromptPay,4
T005909,2026-06-12 12:48,B01,M0306,Bronze,Delivery,Merchandise,4,680,272.00,2448.00,Cash,5
T005910,12/06/2026 13:37,B07,M0185,Gold,App,Bakery,1,55,0.00,55.00,Credit Card,
T005911,2026-06-12 13:45,B06,M0007,Silver,Delivery,Merchandise,2,440,0.00,880.00,Credit Card,
T005912,2026-06-12 14:17,B02,M0308,Bronze,In-store,Merchandise,4,260,0.00,1040.00,Credit Card,
T005913,12/06/2026 14:49,B07,M0032,Silver,In-store,Tea,4,90,0.00,360.00,Credit Card,
T005914,2026-06-12 15:27,B04,M0045,Bronze,In-store,Tea,2,75,0.00,150.00,Cash,
T005915,2026-06-12 16:03,B01,M9826,Silver,In-store,Coffee,3,105,0.00,315.00,Credit Card,4
T005916,2026-06-12 16:09,B01,,,App,Coffee,4,105,0.00,420.00,App Wallet,
T005917,2026-06-12 16:13,B01,M0235,Silver,In-store,Coffee,2,80,0.00,160.00,QR PromptPay,4
T005918,2026-06-12 16:16,B06,M0094,Silver,In-store,Coffee,1,65,0.00,65.00,Credit Card,3
T005919,12/06/2026 16:21,B07,M0139,Bronze,App,Coffee,2,65,0.00,130.00,App Wallet,
T005920,12/06/2026 16:28,B07,M0185,Gold,Delivery,Coffee,3,80,0.00,240.00,Credit Card,
T005921,2026-06-12 17:09,B03,M0162,Bronze,In-store,Coffee,1,85,0.00,85.00,Cash,4
T005922,2026-06-12 18:45,B03,,,In-store,Bakery,4,60,0.00,240.00,QR PromptPay,3
T005923,2026-06-12 18:57,B04,M0323,Gold,In-store,Bakery,4,90,54.00,306.00,QR PromptPay,5
T005924,2026-06-12 19:23,B05,M0229,SILVER,In-store,Coffee,2,70,0.00,140.00,Credit Card,4
T005925,2026-06-13 02:34,B02,,,Delivery,Bakery,1,50,0.00,50.00,Credit Card,
T005926,2026-06-13 07:48,B08,M0268,Silver,In-store,Coffee,2,105,0.00,210.00,QR PromptPay,
T005927,2026-06-13 08:15,B03,M0027,Bronze,In-store,Coffee,2,120,0.00,240.00,Cash,
T005928,13/06/2026 08:31,B07,M0186,Platinum,Delivery,Coffee,1,80,12.00,68.00,Credit Card,2
T005929,2026-06-13 08:33,B01,M0186,Platinum,In-store,Coffee,2,90,36.00,144.00,Credit Card,
T005930,2026-06-13 08:35,B02,M0200,Gold,Delivery,Tea,4,50,10.00,190.00,QR PromptPay,5
T005931,2026-06-13 09:09,B08,M0036,Platinum,App,Coffee,2,100,0.00,200.00,Credit Card,
T005932,2026-06-13 09:54,B04,,,in-store,Coffee,2,110,0.00,220.00,QR PromptPay,
T005933,13/06/2026 10:02,B07,,,In-store,Bakery,3,55,0.00,165.00,QR PromptPay,
T005934,2026-06-13 10:51,B08,M0164,Gold,App,Coffee,2,75,30.00,120.00,Credit Card,
T005935,2026-06-13 11:42,B03,M0221,Silver,In-store,Bakery,1,90,0.00,90.00,Credit Card,4
T005936,2026-06-13 11:45,B02,M0053,Bronze,Delivery,Bakery,3,100,0.00,300.00,QR PromptPay,4
T005937,2026-06-13 12:00,B06,M0115,Silver,In-store,Coffee,1,80,4.00,76.00,Credit Card,
T005938,2026-06-13 12:39,B01,,,App,Coffee,3,120,0.00,360.00,Credit Card,
T005939,13/06/2026 12:54,B07,M0100,Bronze,Delivery,Bakery,1,80,0.00,80.00,Cash,
T005940,2026-06-13 12:55,B01,,,In-store,Coffee,1,90,0.00,90.00,Credit Card,
T005941,2026-06-13 13:03,B05,M0059,Bronze,In-store,Coffee,1,120,0.00,120.00,Cash,
T005942,2026-06-13 13:32,B01,,,App,Coffee,1,120,0.00,120.00,App Wallet,
T005943,2026-06-13 13:34,B06,M0207,Gold,Delivery,Coffee,1,110,5.50,104.50,Cash,
T005944,2026-06-13 13:45,B02,M0325,Platinum,In-store,Merchandise,2,625,62.50,1187.50,QR PromptPay,3
T005945,2026-06-13 16:01,B08,M0050,Bronze,In-store,Bakery,2,85,34.00,136.00,Credit Card,3
T005946,2026-06-13 16:11,B04,M0256,Silver,In-store,Bakery,1,110,0.00,110.00,Cash,
T005947,2026-06-13 17:08,B01,M0197,Silver,In-store,Coffee,4,120,0.00,480.00,QR PromptPay,
T005948,2026-06-13 17:13,B03,M0194,Bronze,In-store,Bakery,3,60,0.00,180.00,Cash,
T005949,2026-06-13 18:34,B01,,,In-store,Coffee,3,70,0.00,210.00,Cash,
T005950,2026-06-13 18:35,B01,,,In-store,Merchandise,1,725,0.00,725.00,Credit Card,
T005951,2026-06-14 00:24,B02,,,Delivery,Coffee,1,105,0.00,105.00,Credit Card,5
T005952,2026-06-14 01:17,B02,,,Delivery,Coffee,2,110,0.00,220.00,Credit Card,4
T005953,2026-06-14 08:04,B08,,,In-store,Bakery,1,55,0.00,55.00,Cash,4
T005954,2026-06-14 08:09,B05,,,App,Coffee,1,115,0.00,115.00,Credit Card,
T005955,2026-06-14 08:20,B04,,,App,Coffee,2,55,0.00,110.00,App Wallet,
T005956,14/06/2026 09:21,B07,,,Delivery,Bakery,1,85,0.00,85.00,Credit Card,4
T005957,2026-06-14 10:33,B01,M0102,Bronze,App,Bakery,1,฿80,0.00,80.00,App Wallet,
T005958,2026-06-14 11:09,B03,M0031,Silver,App,Bakery,4,55,0.00,220.00,App Wallet,5
T005959,2026-06-14 12:19,B03,,,In-store,Tea,2,70,0.00,140.00,Credit Card,
T005960,14/06/2026 12:22,B07,,,App,Bakery,1,95,0.00,95.00,Credit Card,
T005961,2026-06-14 12:27,B03,M0108,GOLD,App,Coffee,3,115,0.00,345.00,Credit Card,4
T005962,2026-06-14 13:06,B08,M0223,Bronze,In-store,Coffee,2,60,18.00,102.00,QR PromptPay,
T005963,2026-06-14 13:13,B05,M0178,Silver,In-store,Coffee,3,80,0.00,240.00,Cash,
T005964,2026-06-14 13:19,B05,M0299,Platinum,In-store,Coffee,1,55,0.00,55.00,QR PromptPay,
T005965,2026-06-14 13:38,B02,M0322,Silver,In-store,Coffee,4,75,45.00,255.00,QR PromptPay,
T005966,14/06/2026 14:38,B07,M0086,Gold,Delivery,Coffee,4,115,0.00,460.00,Credit Card,3
T005967,2026-06-14 15:12,B04,M0035,Bronze,In-store,Merchandise,1,330,0.00,330.00,QR PromptPay,
T005968,2026-06-14 15:40,B08,,,App,Coffee,2,85,0.00,170.00,App Wallet,
T005969,2026-06-14 15:46,B01,,,In-store,Coffee,1,85,0.00,85.00,Credit Card,
T005970,2026-06-14 16:06,B03,M0082,Gold,In-store,Tea,2,85,0.00,170.00,QR PromptPay,
T005971,2026-06-14 16:08,B02,M0028,Bronze,App,Bakery,2,50,0.00,100.00,App Wallet,5
T005972,2026-06-14 17:39,B03,,,In-store,Coffee,2,70,0.00,140.00,Credit Card,
T005973,2026-06-14 17:53,B02,,,In-store,Merchandise,2,275,0.00,550.00,Cash,
T005974,2026-06-14 18:37,B02,M0143,BRONZE,Delivery,Tea,1,80,0.00,80.00,QR PromptPay,5
T005975,2026-06-14 18:44,B01,,,App,Coffee,1,70,0.00,160.00,Credit Card,4
T005976,2026-06-14 18:52,B03,M0075,Bronze,In-store,Bakery,1,110,0.00,110.00,Cash,
T005977,2026-06-14 19:21,B03,,,Delivery,Merchandise,1,640,0.00,640.00,QR PromptPay,
T005978,2026-06-15 01:26,B02,,,Delivery,Coffee,1,115,0.00,115.00,QR PromptPay,4
T005979,2026-06-15 02:16,B02,,,Delivery,Merchandise,1,555,0.00,555.00,QR PromptPay,
T005980,2026-06-15 02:24,B02,M0144,Gold,Delivery,Merchandise,1,440,0.00,440.00,QR PromptPay,
T005981,2026-06-15 08:22,B08,M0257,Platinum,In-store,Tea,4,85,51.00,289.00,QR PromptPay,5
T005982,15/06/2026 08:35,B07,M0013,Silver,In-store,Coffee,1,60,0.00,60.00,Credit Card,
T005983,2026-06-15 08:36,B08,M0005,Platinum,In-store,Merchandise,1,655,0.00,655.00,Cash,
T005984,2026-06-15 09:02,B02,,,App,Merchandise,4,580,0.00,2320.00,Credit Card,
T005983,2026-06-15 09:43,B08,M0005,Platinum,In-store,Merchandise,-1,655,-0.00,-655.00,Cash,
T005985,2026-06-15 09:46,B04,M0153,Silver,In-store,Coffee,1,115,11.50,103.50,Credit Card,3
T005986,2026-06-15 10:31,B03,M0312,Silver,In-store,Tea,4,65,0.00,260.00,Credit Card,
T005987,15/06/2026 10:32,B07,,,in-store,Coffee,1,100,0.00,100.00,Cash,
T005988,15/06/2026 11:24,B07,,,In-store,Coffee,3,80,0.00,240.00,QR PromptPay,
T005989,2026-06-15 12:20,B04,,,Delivery,Bakery,2,60,0.00,120.00,Credit Card,5
T005990,2026-06-15 12:58,B01,M0306,Bronze,In-store,Tea,3,95,0.00,285.00,Cash,
T005991,2026-06-15 13:11,B05,,,Deliv.,Coffee,1,80,0.00,80.00,QR PromptPay,
T005992,2026-06-15 14:15,B02,M0118,Gold,App,Coffee,1,85,0.00,85.00,Credit Card,3
T005993,2026-06-15 15:01,B04,M0024,Silver,In-store,Tea,1,80,12.00,68.00,QR PromptPay,1
T005994,2026-06-15 15:07,B03,M0319,Bronze,Delivery,Merchandise,3,320,192.00,768.00,QR PromptPay,
T005995,2026-06-15 15:25,B05,,,In-store,Coffee,1,105,0.00,105.00,Cash,5
T005996,2026-06-15 16:21,B03,M0089,Bronze,App,Coffee,4,115,0.00,460.00,Credit Card,
T005997,2026-06-15 16:54,B05,M0178,Silver,In-store,Tea,2,75,0.00,150.00,Cash,
T005998,2026-06-15 16:55,B04,,,Delivery,Bakery,2,80,0.00,160.00,Cash,
T005999,2026-06-15 17:58,B08,M0016,Bronze,Delivery,Coffee,1,100,0.00,100.00,Cash,3
T006000,2026-06-15 18:47,B03,M0312,Silver,Delivery,Coffee,3,60,0.00,180.00,QR PromptPay,
T006001,15/06/2026 19:14,B07,,,In-store,Coffee,3,55,0.00,165.00,Cash,
T006002,2026-06-16 07:11,B05,,,In-store,Tea,3,60,0.00,180.00,Credit Card,4
T006003,2026-06-16 07:41,B01,M0070,Silver,In-store,Coffee,1,85,0.00,85.00,Cash,4
T006004,2026-06-16 08:03,B02,,,App,Tea,1,55,0.00,55.00,App Wallet,3
T006005,16/06/2026 08:24,B07,M0032,Silver,In-store,Coffee,1,85,0.00,85.00,Credit Card,
T006006,16/06/2026 08:42,B07,,,App,Coffee,1,120,0.00,120.00,App Wallet,
T006007,2026-06-16 08:52,B04,M0206,Silver,In-store,Coffee,3,85,0.00,255.00,QR PromptPay,
T006008,2026-06-16 08:53,B03,M0107,Gold,In-store,Coffee,4,85,51.00,289.00,Credit Card,
T006009,2026-06-16 12:42,B03,M0031,Silver,App,Bakery,1,100,0.00,100.00,Credit Card,5
T006010,16/06/2026 13:07,B07,,,Delivery,Bakery,1,105,0.00,105.00,Cash,
T006011,16/06/2026 13:40,B07,,,App,Coffee,1,100,0.00,100.00,Credit Card,
T006012,2026-06-16 13:57,B03,M0019,Gold,App,Coffee,1,85,12.75,72.25,Credit Card,
T006013,2026-06-16 14:00,B08,M0280,silver,In-store,Coffee,4,55,11.00,209.00,Credit Card,4
T006014,2026-06-16 14:53,B03,M0024,Silver,In-store,Bakery,1,85,4.25,80.75,QR PromptPay,
T006015,2026-06-16 15:06,B02,,,App,Bakery,3,100,0.00,300.00,App Wallet,
T006016,2026-06-16 15:56,B01,M0084,Silver,In-store,Coffee,1,65,3.25,61.75,QR PromptPay,
T006017,2026-06-16 16:01,B08,,,In-store,Merchandise,1,775,0.00,775.00,QR PromptPay,
T006018,2026-06-16 16:03,B02,M0179,Platinum,App,Coffee,2,80,8.00,152.00,App Wallet,
T006019,2026-06-16 16:04,B06,,,In-store,Coffee,2,70,0.00,140.00,Credit Card,
T006020,2026-06-16 17:21,B01,M0186,Platinum,In-store,Bakery,1,80,0.00,80.00,Cash,
T006021,2026-06-16 17:27,B06,,,In-store,Coffee,1,65,0.00,65.00,Cash,4
T006022,16/06/2026 18:02,B07,M0281,Bronze,In-store,Coffee,2,75,0.00,150.00,QR PromptPay,1
T006023,2026-06-16 18:28,B06,,,In-store,Bakery,3,110,0.00,330.00,Cash,5
T006024,2026-06-16 18:51,B03,,,Delivery,Coffee,2,55,0.00,110.00,Credit Card,3
T006025,2026-06-16 19:07,B01,M9217,Platinum,In-store,Bakery,1,75,0.00,75.00,Credit Card,4
T006026,2026-06-16 19:29,B02,M0308,Bronze,In-store,Tea,3,80,36.00,204.00,Cash,
T006027,2026-06-16 22:14,B02,,,Delivery,Coffee,1,115,0.00,115.00,QR PromptPay,4
T006028,2026-06-16 23:20,B02,,,Delivery,Tea,2,85,0.00,170.00,QR PromptPay,3
T006029,2026-06-17 07:21,B01,M0214,Platinum,In-store,Tea,4,90,0.00,360.00,Cash,
T006030,2026-06-17 07:55,B05,M0029,Bronze,In-store,Coffee,1,110,0.00,110.00,Credit Card,5
T006031,2026-06-17 08:11,B03,,,App,Tea,4,55,0.00,220.00,Credit Card,5
T006032,2026-06-17 08:42,B02,M0197,Silver,App,Coffee,4,100,0.00,400.00,Credit Card,
T006033,17/06/2026 08:54,B07,M0253,Silver,App,Coffee,1,65,9.75,-4.75,App Wallet,
T006034,2026-06-17 09:48,B08,M0260,Gold,App,Tea,1,70,7.00,63.00,App Wallet,4
T006035,2026-06-17 09:54,B03,,,In-store,Bakery,1,50,0.00,50.00,Credit Card,
T006036,2026-06-17 09:59,B08,,,App,Bakery,1,70,0.00,70.00,Credit Card,4
T006037,2026-06-17 10:36,B02,M0210,Bronze,In-store,Coffee,4,75,0.00,300.00,QR PromptPay,
T006038,2026-06-17 10:57,B05,M0077,Silver,App,Coffee,1,115,0.00,115.00,App Wallet,
T006039,2026-06-17 11:23,B08,,,App,Coffee,2,120,0.00,240.00,App Wallet,
T006040,2026-06-17 11:47,B03,M0027,Bronze,In-store,Coffee,3,85,38.25,216.75,Cash,
T006041,2026-06-17 12:36,B02,,,In-store,Merchandise,1,295,0.00,295.00,Credit Card,
T006042,2026-06-17 13:03,B01,M0240,Gold,In-store,Bakery,2,95,0.00,190.00,QR PromptPay,3
T006043,17/06/2026 13:04,B07,M0073,Gold,App,Coffee,1,115,11.50,103.50,Credit Card,
T006044,2026-06-17 13:29,B02,,,In-store,Bakery,4,95,0.00,380.00,Cash,4
T006045,2026-06-17 13:31,B02,M0144,Gold,In-store,Bakery,1,80,0.00,80.00,QR PromptPay,3
T006046,2026-06-17 14:11,B08,M0268,Silver,In-store,Coffee,1,80,0.00,80.00,QR PromptPay,
T006047,2026-06-17 14:51,B02,,,In-store,Coffee,1,80,0.00,80.00,QR PromptPay,
T006048,2026-06-17 14:55,B02,M0183,Bronze,In-store,Merchandise,1,785,117.75,667.25,QR PromptPay,
T006049,2026-06-17 15:08,B01,M0230,Bronze,In-store,Coffee,2,100,10.00,190.00,QR PromptPay,
T006050,2026-06-17 16:23,B01,M0197,Silver,In-store,Coffee,1,100,0.00,100.00,Credit Card,
T006051,2026-06-17 16:23,B02,M0033,Bronze,App,Merchandise,1,550,0.00,550.00,App Wallet,
T006052,2026-06-17 16:37,B01,,,App,Coffee,4,110,0.00,440.00,Credit Card,
T006053,2026-06-17 16:40,B01,,,In-store,Coffee,2,70,0.00,140.00,QR PromptPay,
T006054,2026-06-17 16:41,B08,M0162,Bronze,App,Bakery,2,110,0.00,220.00,App Wallet,3
T006055,2026-06-17 16:48,B01,M0183,Bronze,app,Coffee,2,65,19.50,110.50,App Wallet,2
T006056,2026-06-17 16:57,B01,M0060,Bronze,App,Tea,2,60,0.00,120.00,Credit Card,3
T006057,2026-06-17 17:27,B02,,,In-store,Coffee,4,85,0.00,340.00,Credit Card,
T006058,17/06/2026 17:38,B07,M0091,Bronze,Delivery,Coffee,1,120,0.00,120.00,Cash,2
T006059,17/06/2026 17:43,B07,,,Delivery,Coffee,1,115,0.00,115.00,QR PromptPay,1
T006060,2026-06-17 18:43,B08,,,In-store,Coffee,3,75,0.00,225.00,QR PromptPay,
T006061,2026-06-17 19:34,B06,,,In-store,Tea,1,55,0.00,55.00,Cash,5
T006062,2026-06-17 19:38,B05,M0249,Silver,In-store,Coffee,1,105,0.00,105.00,Cash,
T006063,18/06/2026 08:19,B07,M0079,Gold,In-store,Coffee,1,120,6.00,114.00,Credit Card,2
T006064,2026-06-18 08:47,B05,M0051,Bronze,In-store,Bakery,3,105,0.00,315.00,QR PromptPay,5
T006065,2026-06-18 09:12,B06,M0173,Silver,App,Coffee,1,65,0.00,65.00,App Wallet,3
T006066,2026-06-18 10:01,B03,M0042,Gold,Delivery,Coffee,3,65,0.00,195.00,Credit Card,
T006067,2026-06-18 10:30,B08,,,Delivery,Coffee,1,90,0.00,90.00,Credit Card,5
T006068,2026-06-18 10:37,B02,M0286,Gold,App,Coffee,1,60,3.00,57.00,Credit Card,
T006069,2026-06-18 12:22,B08,M0159,Silver,Delivery,Tea,1,50,0.00,50.00,QR PromptPay,4
T006070,2026-06-18 13:08,B02,M0054,Silver,In-store,Bakery,1,75,0.00,75.00,Credit Card,
T006071,2026-06-18 13:43,B03,M0108,gold,In-store,Coffee,3,75,33.75,191.25,Cash,
T006072,2026-06-18 14:09,B03,M0085,Silver,App,Tea,1,75,7.50,67.50,App Wallet,
T006073,2026-06-18 15:37,B02,M0284,Platinum,App,Coffee,2,60,0.00,120.00,App Wallet,3
T006074,2026-06-18 15:45,B01,M0082,Gold,Delivery,Coffee,2,85,17.00,153.00,Credit Card,
T006075,2026-06-18 16:02,B05,M0083,Gold,In-store,Coffee,4,100,60.00,340.00,Cash,
T006076,2026-06-18 16:23,B08,M0205,Silver,Delivery,Tea,2,55,0.00,110.00,QR PromptPay,
T006077,18/06/2026 17:44,B07,M0053,Bronze,App,Bakery,4,95,0.00,380.00,App Wallet,
T006078,2026-06-18 17:45,B02,M0229,SILVER,In-store,Merchandise,3,335,150.75,854.25,QR PromptPay,5
T006079,2026-06-18 18:11,B04,M9632,Gold,Delivery,Coffee,4,120,24.00,456.00,Cash,
T006080,2026-06-18 18:27,B02,M0054,Silver,In-store,Tea,1,70,0.00,70.00,Credit Card,5
T006081,2026-06-19 08:12,B08,,,In-store,Coffee,2,110,0.00,220.00,Credit Card,
T006082,2026-06-19 08:38,B04,M0203,Bronze,In-store,Coffee,3,120,0.00,360.00,QR PromptPay,3
T006083,19/06/2026 08:38,B07,,,In-store,Coffee,1,60,0.00,60.00,Cash,2
T006084,2026-06-19 10:09,B01,,,In-store,Coffee,1,100,0.00,100.00,Credit Card,
T006085,2026-06-19 10:25,B01,,,In-store,Coffee,1,65,0.00,65.00,Cash,5
T006086,2026-06-19 12:01,B04,,,In-store,Merchandise,1,425,0.00,425.00,QR PromptPay,
T006087,2026-06-19 12:05,B02,M0325,Platinum,In-store,Bakery,2,70,0.00,140.00,QR PromptPay,4
T006088,2026-06-19 12:08,B03,M0085,Silver,Delivery,Coffee,1,55,2.75,52.25,Credit Card,
T006089,2026-06-19 12:19,B05,M0031,Silver,In-store,Coffee,3,65,0.00,195.00,QR PromptPay,
T006090,2026-06-19 12:23,B8,M0163,Bronze,App,Merchandise,1,830,0.00,830.00,App Wallet,
T006091,2026-06-19 12:28,B01,M0278,Bronze,In-store,Coffee,1,105,0.00,105.00,Cash,
T006092,2026-06-19 12:33,B04,M0072,Silver,In-store,Coffee,4,85,51.00,289.00,QR PromptPay,
T006093,2026-06-19 12:44,B08,M0155,Platinum,In-store,Coffee,1,60,12.00,48.00,Credit Card,4
T006094,2026-06-19 12:59,B08,M0278,Bronze,in-store,Coffee,1,110,22.00,88.00,QR PromptPay,4
T006095,19/06/2026 13:16,B07,M0120,Gold,In-store,Tea,4,80,0.00,320.00,Credit Card,3
T006088,2026-06-19 13:21,B03,M0085,Silver,delivery,Coffee,-1,55,-2.75,-52.25,Credit Card,
T006096,2026-06-19 13:38,B01,,,In-store,Bakery,4,60,0.00,150.00,QR PromptPay,
T006097,19/06/2026 13:40,B07,M0185,Gold,App,Coffee,1,110,0.00,110.00,App Wallet,
T006098,19/06/2026 14:07,B07,M0201,Bronze,In-store,Bakery,2,฿80.00,0.00,160.00,QR PromptPay,
T006099,2026-06-19 14:33,B04,M0090,Platinum,Delivery,Coffee,1,105,5.25,99.75,Cash,
T006100,2026-06-19 15:01,B01,M0120,Gold,App,Bakery,1,85,12.75,72.25,Credit Card,4
T006101,2026-06-19 15:36,B02,,,App,Coffee,1,80,0.00,80.00,Credit Card,
T006102,2026-06-19 15:37,B03,M0150,Bronze,In-store,Tea,1,95,0.00,95.00,Credit Card,
T006103,2026-06-19 16:10,B06,,,In-store,Tea,1,90,0.00,90.00,Cash,5
T006104,2026-06-19 16:13,B05,M0102,Bronze,App,Coffee,1,70,0.00,70.00,Credit Card,
T006105,2026-06-19 16:45,B06,M0276,Gold,App,Coffee,1,110,5.50,104.50,Credit Card,
T006106,2026-06-19 19:26,B06,M0102,Bronze,In-store,Coffee,1,110,0.00,110.00,QR PromptPay,5
T006107,2026-06-20 07:13,B04,M0024,Silver,In-store,Coffee,2,85,0.00,170.00,QR PromptPay,
T006108,2026-06-20 07:41,B03,M0153,Silver,In-store,Coffee,3,80,0.00,240.00,Cash,
T006109,2026-06-20 08:20,B05,,,In-store,Bakery,1,65,0.00,65.00,QR PromptPay,
T006110,2026-06-20 09:03,B06,M0110,Silver,App,Coffee,1,70,0.00,70.00,Credit Card,
T006111,2026-06-20 10:00,B03,,,In-store,Tea,1,65,0.00,65.00,QR PromptPay,
T006112,2026-06-20 11:11,B04,M0090,Platinum,App,Coffee,2,70,28.00,112.00,App Wallet,5
T006113,2026-06-20 11:18,B06,,,App,Tea,2,80,0.00,160.00,App Wallet,
T006114,2026-06-20 12:09,B03,,,In-store,Bakery,1,60,0.00,60.00,Credit Card,
T006115,2026-06-20 12:17,B02,,,Delivery,Coffee,1,115,0.00,115.00,Cash,
T006116,20/06/2026 12:43,B07,M9254,Bronze,In-store,Coffee,1,60,0.00,60.00,Cash,2
T006117,20/06/2026 13:01,B07,,,In-store,Coffee,2,120,0.00,240.00,Credit Card,
T006118,20/06/2026 13:39,B07,,,App,Coffee,1,85,0.00,85.00,Credit Card,3
T006119,2026-06-20 13:51,B03,,,In-store,Coffee,1,55,0.00,55.00,QR PromptPay,
T006120,2026-06-20 14:21,B03,M0312,Silver,In-store,Coffee,1,95,0.00,95.00,QR PromptPay,
T006121,2026-06-20 14:30,B06,M0196,Silver,App,Coffee,3,60,0.00,180.00,Credit Card,3
T006122,20/06/2026 14:50,B07,M0240,Gold,App,Bakery,1,95,0.00,95.00,App Wallet,
T006123,2026-06-20 15:05,B06,M0196,Silver,In-store,Bakery,3,100,0.00,300.00,QR PromptPay,
T006124,2026-06-20 17:27,B05,M0165,Bronze,In-store,Merchandise,1,355,0.00,355.00,Credit Card,
T006125,2026-06-20 17:41,B01,M0151,Bronze,App,Coffee,1,115,0.00,115.00,Credit Card,
T006126,20/06/2026 18:02,B07,,,In-store,Merchandise,1,640,0.00,640.00,Credit Card,2
T006125,2026-06-20 18:42,B01,M0151,Bronze,App,Coffee,-1,115,-0.00,-115.00,Credit Card,
T006127,2026-06-20 19:00,B06,M0265,Bronze,In-store,Coffee,1,115,0.00,115.00,QR PromptPay,5
T006128,2026-06-20 19:28,B01,M0052,Bronze,In-store,Coffee,1,60,0.00,60.00,Cash,
T006129,2026-06-20 19:35,B03,M0249,Silver,In-store,Coffee,2,85,0.00,170.00,QR PromptPay,
T006130,2026-06-20 22:04,B02,M0254,Bronze,Delivery,Coffee,1,115,0.00,115.00,QR PromptPay,
T006131,2026-06-20 22:14,B02,,,Delivery,Merchandise,2,640,0.00,1280.00,Credit Card,3
T006132,2026-06-21 07:56,B06,M0315,Platinum,In-store,Tea,1,55,0.00,55.00,QR PromptPay,
T006133,2026-06-21 08:28,B05,M0227,bronze,App,Bakery,1,75,0.00,75.00,App Wallet,
T006134,21/06/2026 08:37,B07,M0245,Gold,In-store,Coffee,1,110,11.00,99.00,QR PromptPay,2
T006135,2026-06-21 08:59,B04,M0304,Platinum,App,Coffee,1,95,0.00,95.00,Credit Card,
T006134,21/06/2026 09:15,B07,M0245,Gold,In-store,Coffee,-1,110,-11.00,-99.00,QR PromptPay,
